Type,PageID,PageURL,PageName,StudyGroup,MessageParentID,MessageID,EntryDate,UserName,Comment,ImageURL
COMMENT,1284,/intro-3dl-21/unit-4/step-06-analyzing-science-discussion-thinking,Step 6: Analyzing a Fourth Grade Science Discussion: Student Thinking,20129 VT VINS Cohort 2,0,6907,2019-08-14 15:45:52pm EDT,LiDragon,"Watching the video in three different steps helped me break down the teacher skills that are required to facilitate productive science talk:  knowing what productive talk looks like\, supporting science practices\, and hearing and reflecting on students&#039; explanations at different levels of understanding.  <br /><br /><br /><br />Focusing in on productive talk and the teacher moves that supported it was the most illuminating for me right now.  I noticed both in the science learning in our own group and in this classroom that the teacher/facilitators didn&#039;t engage with or &quot;deliver&quot; content much at all.  Instead\, they structured phenomena\, questions\, and learning activities (modeling\, small group and large group discussion) and used talk moves to help students (in the video and in our class) move our thinking forward.<br /><br /><br /><br />",Not implemented
COMMENT,1284,/intro-3dl-21/unit-4/step-06-analyzing-science-discussion-thinking,Step 6: Analyzing a Fourth Grade Science Discussion: Student Thinking,20129 VT VINS Cohort 2,0,6908,2019-08-14 15:46:43pm EDT,ScCarlson,"We&#039;ve now looked at this video from three different angles:<br /><br /><br /><br />Focusing on productive talk in general<br /><br />Focusing on evidence of scientific practices<br /><br />Focusing in on one student&#039;s turn<br /><br />How did the three different steps help you see more\, in different ways?<br /><br /><br /><br />Which step was the most illuminating for you?  Why?<br /><br /><br /><br />These three steps helped me see more because originally\, I skipped over Mathais&#039; quote when looking for evidence of good discussion and practices\, when he in fact had a clear claim and was using evidence\, even though he was struggling to verbalize his ideas. Looking for scientific practices made me see that MANY practices tie together and can be embedded in a discussion. When at first glance\, you may think a discussion is just explaining\, at closer examination I found that there was also other practices like evaluating data\, designing an investigation\, evaluating and communicating information\, and argumentation. <br /><br /><br /><br />The most illuminating part for me was definitely looking at Mathais&#039; quote. At close examination\, it was revealed to me that he did in fact have a great claim that he supported with evidence answering the original question. This shows me that the students who struggle to communicate may still have great ideas and understand the content thoroughly\, and may be engaging just as well if not better in the practices that others. This reminds me how important it is to not judge your students\, not assume things\, and hold high expectations. ",Not implemented
COMMENT,1284,/intro-3dl-21/unit-4/step-06-analyzing-science-discussion-thinking,Step 6: Analyzing a Fourth Grade Science Discussion: Student Thinking,20129 VT VINS Cohort 2,0,6909,2019-08-14 15:47:11pm EDT,MoPerry,The three different steps helped me to understand if Mathais understood the phenomena. By looking at the principles it help me to see if he had a clear understanding what had happened. The step that was the most illuminating was when we slowed down and really looked at what he was trying to say. ,Not implemented
COMMENT,1284,/intro-3dl-21/unit-4/step-06-analyzing-science-discussion-thinking,Step 6: Analyzing a Fourth Grade Science Discussion: Student Thinking,20129 VT VINS Cohort 2,0,6910,2019-08-14 15:51:16pm EDT,ReSweeney,"Focusing and isolating different aspects of the video was incredibly helpful to see how students &quot;learn&quot; science.  The productive talk focus made me look at how the social interactions can play a part in learning\, and how important norms are.  When we looked at the video through the practices lens\, it made me look for examples of content understanding. Finally when we focused on Mathais&#039; turn\, we watched how he is practicing science by sorting ideas/concepts in his mind\, and articulating those ideas (learning). <br /><br />The most illuminating step for me was watching Mathais put it all together\, even though it was difficult to see exactly where he was going.  Interpretations of how students display their knowledge and understanding is something I need to embrace. ",Not implemented
COMMENT,1284,/intro-3dl-21/unit-4/step-06-analyzing-science-discussion-thinking,Step 6: Analyzing a Fourth Grade Science Discussion: Student Thinking,20129 VT VINS Cohort 2,0,6930,2019-08-14 21:53:09pm EDT,DeRoebuck,"Focusing on productive talk in general<br /><br />Focusing on evidence of scientific practices<br /><br />Focusing in on one student&#039;s turn<br /><br />How did the three different steps help you see more\, in different ways?<br /><br /><br /><br />Which step was the most illuminating for you?  Why?<br /><br /><br /><br />I actually liked viewing the video through 3 different lenses.  I think that helped us to tease out what pieces we were actually looking for for different reasons\, just as when you&#039;re leading an activity like this\, you might be only looking for student understanding one time\, or another time\, maybe you are just practicing reinforcing the norms and holding discussions in general. <br /><br /><br /><br />The step that was most illuminating for me was watching how the teacher was facilitating the discussion and getting the students to respond to each other. I always like seeing how other teachers model this process\, because I feel like I always struggle with it\, and every class has a different dynamic and personalities and the discussions all come out different.  ",Not implemented
COMMENT,1284,/intro-3dl-21/unit-4/step-06-analyzing-science-discussion-thinking,Step 6: Analyzing a Fourth Grade Science Discussion: Student Thinking,20281 CT Stratford Cohort 3,0,661,2019-03-28 11:20:12am EDT,AlTadduni,"The three different steps helped me look into the discussion at a deeper level. I think the most illuminating step was the third step where we really focused on what one student was saying. I made me realize that\, although &quot;first draft talk&quot; may not always come out perfect\, students may be saying something purposeful and/or useful to the conversation. ",Not implemented
COMMENT,1284,/intro-3dl-21/unit-4/step-06-analyzing-science-discussion-thinking,Step 6: Analyzing a Fourth Grade Science Discussion: Student Thinking,20281 CT Stratford Cohort 3,0,662,2019-03-28 11:20:40am EDT,SaVarma,I found focusing in on one student&#039;s turn to be most helpful because it provides a great window into the learning going on in the classroom and specifically for that student!,Not implemented
COMMENT,1284,/intro-3dl-21/unit-4/step-06-analyzing-science-discussion-thinking,Step 6: Analyzing a Fourth Grade Science Discussion: Student Thinking,20281 CT Stratford Cohort 3,0,663,2019-03-28 11:21:17am EDT,JaLizotte,"Analyzing and editing one student&#039;s response closely\, helped me to see and understand that the student does explain his reasoning of volume vs. weight and he does explain it clearly.",Not implemented
COMMENT,1284,/intro-3dl-21/unit-4/step-06-analyzing-science-discussion-thinking,Step 6: Analyzing a Fourth Grade Science Discussion: Student Thinking,20281 CT Stratford Cohort 3,0,664,2019-03-28 11:21:22am EDT,LaCorcoran,"I think each look had its own value. If I were still in the phase of the year where I was teaching my students how to engage in productive talk\, then I think the first lens would be the most helpful. However\, if I knew my kids were pretty good with productive talk already\, I think taking a look at which practices the kids were using would be more important and if I were concerned with their understanding\, thinking about each kid individually would be the most illuminating. ",Not implemented
COMMENT,1284,/intro-3dl-21/unit-4/step-06-analyzing-science-discussion-thinking,Step 6: Analyzing a Fourth Grade Science Discussion: Student Thinking,20281 CT Stratford Cohort 3,0,665,2019-03-28 11:21:30am EDT,LaAcevedo,Focusing in on one students turn was beneficial because it helps you understand the childs learning. ,Not implemented
COMMENT,1284,/intro-3dl-21/unit-4/step-06-analyzing-science-discussion-thinking,Step 6: Analyzing a Fourth Grade Science Discussion: Student Thinking,20281 CT Stratford Cohort 3,0,666,2019-03-28 11:21:37am EDT,DaGorski,Conversation brings out an overlapping of science and engineering practices.,Not implemented
COMMENT,1284,/intro-3dl-21/unit-4/step-06-analyzing-science-discussion-thinking,Step 6: Analyzing a Fourth Grade Science Discussion: Student Thinking,20281 CT Stratford Cohort 3,0,667,2019-03-28 11:21:40am EDT,StBuffone,Seeing each step helped me focus in on different aspects of each angle.  Focusing in one on students turn was the most illuminating because we were able to look closely at one students idea.  ,Not implemented
COMMENT,1284,/intro-3dl-21/unit-4/step-06-analyzing-science-discussion-thinking,Step 6: Analyzing a Fourth Grade Science Discussion: Student Thinking,20281 CT Stratford Cohort 3,0,668,2019-03-28 11:21:47am EDT,JaMoore,There is not much time to analyze a verbal student response because we are &#039;in the moment&#039; and the discussion keeps going.   Following this process was helpful to ,Not implemented
COMMENT,1284,/intro-3dl-21/unit-4/step-06-analyzing-science-discussion-thinking,Step 6: Analyzing a Fourth Grade Science Discussion: Student Thinking,20281 CT Stratford Cohort 3,0,669,2019-03-28 11:21:56am EDT,DeONeill,"The students turn was most illuminating because he was given the respect to get his thought out\, however difficult it might have been for him.",Not implemented
COMMENT,1284,/intro-3dl-21/unit-4/step-06-analyzing-science-discussion-thinking,Step 6: Analyzing a Fourth Grade Science Discussion: Student Thinking,20281 CT Stratford Cohort 3,0,670,2019-03-28 11:21:58am EDT,ShGrandfield,The three steps helped slow down time and concentrate on depth of knowledge providing discussion and a transcript.  Revoicing the students idea was the most illuminating. ,Not implemented
COMMENT,1284,/intro-3dl-21/unit-4/step-06-analyzing-science-discussion-thinking,Step 6: Analyzing a Fourth Grade Science Discussion: Student Thinking,20281 CT Stratford Cohort 3,0,671,2019-03-28 11:22:02am EDT,SePasmeg,It is necessary to slow down my brain as a teacher to listen carefully to what students are saying without being distracted by other students in the room.  There may be information that is pertinent to learning that I could miss if I am not living in the moment and listening closely.  Teacher brains are often multitasking and miss important learning opportunities.,Not implemented
COMMENT,1284,/intro-3dl-21/unit-4/step-06-analyzing-science-discussion-thinking,Step 6: Analyzing a Fourth Grade Science Discussion: Student Thinking,20281 CT Stratford Cohort 3,0,672,2019-03-28 11:22:04am EDT,LiTryon,It&#039;s always valuable to see a video more than once so that you can focus on the student role vs the teacher role in  a conversation.  I found the smooth way the teacher redirected the students a technique I&#039;d like to get better at. ,Not implemented
COMMENT,1284,/intro-3dl-21/unit-4/step-06-analyzing-science-discussion-thinking,Step 6: Analyzing a Fourth Grade Science Discussion: Student Thinking,20281 CT Stratford Cohort 3,0,673,2019-03-28 11:22:08am EDT,TaEllis,"It was helpful to me when we used the Protocol for Slowing Down &amp; Stopping Time because using &quot;noticings&quot; from the group helped us come to a consensus that Matthais did know what he was talking about:  Volume was the cause of the water-level remaining the same NOT weight\,<br /><br />",Not implemented
COMMENT,1284,/intro-3dl-21/unit-4/step-06-analyzing-science-discussion-thinking,Step 6: Analyzing a Fourth Grade Science Discussion: Student Thinking,20281 CT Stratford Cohort 3,0,674,2019-03-28 11:22:11am EDT,JeFoster,I think focusing on what one student said was most helpful to really see he knew what he was talking about.,Not implemented
COMMENT,1284,/intro-3dl-21/unit-4/step-06-analyzing-science-discussion-thinking,Step 6: Analyzing a Fourth Grade Science Discussion: Student Thinking,20281 CT Stratford Cohort 3,0,675,2019-03-28 11:22:25am EDT,LoKeogh,The teacher started the discussion and students did most of the science work.  Much of the teacher prompts had to do with discussion &quot;rules&quot;.  Kids seemed very; familiar with the process...,Not implemented
COMMENT,1284,/intro-3dl-21/unit-4/step-06-analyzing-science-discussion-thinking,Step 6: Analyzing a Fourth Grade Science Discussion: Student Thinking,20281 CT Stratford Cohort 3,0,676,2019-03-28 11:22:47am EDT,GrWalsh,Focusing on productive talk made me think more about how the teacher was driving the productive talk and focusing on evidence of scientific practices allowed me to connect what they were doing with the overall NGSS framework.  Focusing on on student reminded me of how important listening closely to students is.,Not implemented
COMMENT,1284,/intro-3dl-21/unit-4/step-06-analyzing-science-discussion-thinking,Step 6: Analyzing a Fourth Grade Science Discussion: Student Thinking,20281 CT Stratford Cohort 3,0,677,2019-03-28 11:23:03am EDT,SuNormandin,The three views helped me to have a greater understanding of the student and his thought process. It reminds me to be a better active listener to my students.,Not implemented
COMMENT,1284,/intro-3dl-21/unit-4/step-06-analyzing-science-discussion-thinking,Step 6: Analyzing a Fourth Grade Science Discussion: Student Thinking,20281 CT Stratford Cohort 3,0,678,2019-03-28 11:23:36am EDT,JeDaniel,Watching the video three times helped me see the practices the teachers and students were using to have a productive and deep understanding discussion. The students supported each other with different pieces of evidence. We were also able to pull a part what one specific student was saying. ,Not implemented
COMMENT,1284,/intro-3dl-21/unit-4/step-06-analyzing-science-discussion-thinking,Step 6: Analyzing a Fourth Grade Science Discussion: Student Thinking,20282 CT Winchester Cohort 2,0,3284,2019-06-20 13:35:57pm EDT,SaCarpinello,"Focusing on productive talk in general<br /><br />Focusing on evidence of scientific practices<br /><br />Focusing in on one student&#039;s turn<br /><br />How did the three different steps help you see more\, in different ways?<br /><br />I got to see things from student perspectives\, teacher as well as further understanding of one student through their actual words rather than assumptions.<br /><br /><br /><br />Which step was the most illuminating for you?  Why?<br /><br />I liked Focusing on productive talk in general to really analyzer the group discussion and wee how students were communicating with others and how those norms were put into place.",Not implemented
COMMENT,1284,/intro-3dl-21/unit-4/step-06-analyzing-science-discussion-thinking,Step 6: Analyzing a Fourth Grade Science Discussion: Student Thinking,20282 CT Winchester Cohort 2,0,3285,2019-06-20 13:36:15pm EDT,DeAlduini,The productive talk was most was engaging for the students.  You can tell that the students were listening and engaged throughout the talk.  I could see that the students felt comfortable enough to engage in the productive talk about the investigation.  The teacher kept sending it back to the students so that they could continue to process the investigation.,Not implemented
COMMENT,1284,/intro-3dl-21/unit-4/step-06-analyzing-science-discussion-thinking,Step 6: Analyzing a Fourth Grade Science Discussion: Student Thinking,20282 CT Winchester Cohort 2,0,3286,2019-06-20 13:36:20pm EDT,SoVinnikova,"How did the three different steps help you see more\, in different ways?<br /><br />- The three steps helped me get something different every time. With focusing on one specific aspect of the video- I was able to see different details each time.<br /><br /><br /><br />Which step was the most illuminating for you?  Why?<br /><br />- The step where we listened to productive talk was the most illuminating for me. It was eye opening to see students have real discussions about a complicated scientific concept and add on to/ question each others ideas.",Not implemented
COMMENT,1284,/intro-3dl-21/unit-4/step-06-analyzing-science-discussion-thinking,Step 6: Analyzing a Fourth Grade Science Discussion: Student Thinking,20282 CT Winchester Cohort 2,0,3287,2019-06-20 13:36:47pm EDT,GlBrooks,"The productive talk was illuminating to me to continue to see ways in which the teacher facilitates discourse. She reminded students of their norms\, clarified ideas\, used wait time and lots of probing questions for students to share their own conclusions and grapple with new thinking. ",Not implemented
COMMENT,1284,/intro-3dl-21/unit-4/step-06-analyzing-science-discussion-thinking,Step 6: Analyzing a Fourth Grade Science Discussion: Student Thinking,20282 CT Winchester Cohort 2,0,3288,2019-06-20 13:36:59pm EDT,SuHincks,"Each view allowed for a new focus\, each one different from the others. I appreciated focusing on one student&#039;s turn to see the value in what seemed chaotic reasoning was in reality spot on. ",Not implemented
COMMENT,1284,/intro-3dl-21/unit-4/step-06-analyzing-science-discussion-thinking,Step 6: Analyzing a Fourth Grade Science Discussion: Student Thinking,20282 CT Winchester Cohort 2,0,3289,2019-06-20 13:37:00pm EDT,KrXander,I was able to see how to teacher leads the groups by asking questions and having students talk to each other instead of to the teacher. I was able to see where and how the teacher and students were using the scientific practices throughout the group discussion. The step that was most useful for me was focusing in on one student&#039;s turn. At first it was hard to follow the student&#039;s thinking. As I read the transcript and listened to the student again I was able to see that he was not confused he just had some difficulty putting his words together in a way that all the listeners could understand.,Not implemented
COMMENT,1284,/intro-3dl-21/unit-4/step-06-analyzing-science-discussion-thinking,Step 6: Analyzing a Fourth Grade Science Discussion: Student Thinking,20282 CT Winchester Cohort 2,0,3290,2019-06-20 13:37:38pm EDT,ChShmidt,"The three steps helped me notice how the teacher&#039;s lesson and practices incorporated many of the Talk Moves\, as well as the scientific practices. It was helpful to &quot;zoom in&quot; to different parts of the class discussion video for different purposes. The most illuminating step was probably focusing on the one student&#039;s turn\, though\, because it allowed me to more clearly understand my role as the teacher when listening to student responses. I learned that a student may understand a concept\, but have difficulty articulating it. I also learned not to &quot;jump in&quot; and make corrections during those instances\, especially to help create a culture of respectful group talk where everyone feels comfortable to participate.",Not implemented
COMMENT,1284,/intro-3dl-21/unit-4/step-06-analyzing-science-discussion-thinking,Step 6: Analyzing a Fourth Grade Science Discussion: Student Thinking,20282 CT Winchester Cohort 2,0,3291,2019-06-20 13:37:53pm EDT,KaFasino,1. Focusing on the productive talk as a whole was a good demonstration of how the conversation should flow and how we need to encourage it to be student-to-student in stead of student-to-teacher.<br /><br />2. Focusing on the evidence of scientific practices allowed us to see that through any portion of the investigation you can see brief glimpse of multiple practices. <br /><br />3. Looking at it from just Mathais&#039;s point it was interesting to dissect what he said and to evaluate whether or not we felt he understood the concept even if some of the vocabulary or flow was disconnected. ,Not implemented
COMMENT,1284,/intro-3dl-21/unit-4/step-06-analyzing-science-discussion-thinking,Step 6: Analyzing a Fourth Grade Science Discussion: Student Thinking,20282 CT Winchester Cohort 2,0,3292,2019-06-20 13:38:17pm EDT,SaAldridge,"Having these three steps allowed me to really try to investigate what the student was trying to say about the experiment.   Even though he has trouble with the vocabulary in the experiment\, he had a good idea of how to explain the outcome.   He was also the first student to talk\, which I think might have added to his halting response.  ",Not implemented
COMMENT,1284,/intro-3dl-21/unit-4/step-06-analyzing-science-discussion-thinking,Step 6: Analyzing a Fourth Grade Science Discussion: Student Thinking,20282 CT Winchester Cohort 2,0,3293,2019-06-20 13:38:47pm EDT,TaWeeks,The three different steps helped me to dig deeper into the aspects of conversation and what/how things were being said.  What/how the parts of the science practices were being used and how to use productive talk within the class.<br /><br /><br /><br />The most illuminating step was focusing in one the one student&#039;s turn - it didn&#039;t appear that he knew what was going on but after picking it apart it was apparent that he actually did understand what was happening.,Not implemented
COMMENT,1284,/intro-3dl-21/unit-4/step-06-analyzing-science-discussion-thinking,Step 6: Analyzing a Fourth Grade Science Discussion: Student Thinking,20282 CT Winchester Cohort 2,0,3294,2019-06-20 13:38:48pm EDT,BrBourke,The first time I could see that the classroom norms were well set. Students understood how to have a conversation with each other. <br /><br /><br /><br />The second time I focused on the teachers prompting for evidence of different claims and engagingly the students to be more focused on their peers instead of her. <br /><br /><br /><br />The third time I was able to focus on whether or not that individual student actually understood the concepts that he was asked to discuss. ,Not implemented
COMMENT,1284,/intro-3dl-21/unit-4/step-06-analyzing-science-discussion-thinking,Step 6: Analyzing a Fourth Grade Science Discussion: Student Thinking,20282 CT Winchester Cohort 2,0,3295,2019-06-20 13:38:59pm EDT,DeMcLaughlin,The three really identified that even in a small conversation a lot is happening at once.  The productive talk characteristics  allowed me to see what types of talk the students are doing while the evidence of scientific practices allowed me to link it back to the framework to identify that there is academic progress happening as well.  I found that focusing in on one student&#039;s turn to talk was the more illuminating because I really needed to break down his thoughts to make sure he is understanding the concept.,Not implemented
COMMENT,1284,/intro-3dl-21/unit-4/step-06-analyzing-science-discussion-thinking,Step 6: Analyzing a Fourth Grade Science Discussion: Student Thinking,20282 CT Winchester Cohort 2,0,3296,2019-06-20 13:39:13pm EDT,AmBrophy,"1. Looking at productive talk in general helped me to notice what the students and teacher were actually saying and how that showed evidence of them doing things like listening\, restating\, connecting\, arguing\, etc. <br /><br />2. Looking to see evidence of the scientific practices made me more aware of what the teachers&#039; goals for this conversation must have been. I was looking more at her here to see how she helped make sure they were hitting those 8 things\, which they did for the most part.<br /><br />3. Looking at just Mathais showed me that it&#039;s ok to go public with your thinking even though it&#039;s not fully formed and as the teacher\, to look for his understanding despite his confusion in the language or with the vocab. It was clear her knew what the experiment was meant to show him\, even if he can&#039;t communicate it clearly.<br /><br /><br /><br />The most illuminating step was the first for me\, because it allowed me to see students demonstrating the kind of talk I hope to get my students to in the future.",Not implemented
COMMENT,1284,/intro-3dl-21/unit-4/step-06-analyzing-science-discussion-thinking,Step 6: Analyzing a Fourth Grade Science Discussion: Student Thinking,20282 CT Winchester Cohort 2,0,3297,2019-06-20 13:39:17pm EDT,KiPinnock,I feel that the three steps help me to get a deeper understanding of NGSS activities from the perspective of a whole group to an individuals perspective. I feel that the second step was most illuminating for me. I was more able to make connections to practices that I could utilize in my classroom. I could now understand the correlation between the actions and the scientific practices. ,Not implemented
COMMENT,1284,/intro-3dl-21/unit-4/step-06-analyzing-science-discussion-thinking,Step 6: Analyzing a Fourth Grade Science Discussion: Student Thinking,20282 CT Winchester Cohort 2,0,3298,2019-06-20 13:39:26pm EDT,JoNelson,"Well\, the different steps allowed me to focus on one part at a time. The most illuminating step was listening to a student who at first seemed confused\, who later I saw as trying to communicate a valid thought.",Not implemented
COMMENT,1284,/intro-3dl-21/unit-4/step-06-analyzing-science-discussion-thinking,Step 6: Analyzing a Fourth Grade Science Discussion: Student Thinking,20282 CT Winchester Cohort 2,0,3299,2019-06-20 13:39:31pm EDT,SaAldridge,The part that was most illuminating for me was getting to listen and read his response at the same time.  It made it easier for me to try to understand what he was saying.  ,Not implemented
COMMENT,1284,/intro-3dl-21/unit-4/step-06-analyzing-science-discussion-thinking,Step 6: Analyzing a Fourth Grade Science Discussion: Student Thinking,20282 CT Winchester Cohort 2,0,3300,2019-06-20 13:39:41pm EDT,ThRode,"The discussion/ talk was productive and was handled well in that each student had a say and contributed respectfully. They were also free to revise thoughts and reconsider their initial hypothesis. Scientific practices were followed. Initially I thought that I understood M. When I tried to analyze his thoughts and the scientific terms that he discussed\, I questioned myself but came back to the realization that he did have a clear stance.<br /><br />In my opinion\, focusing on the one student was most clarifying.",Not implemented
COMMENT,1284,/intro-3dl-21/unit-4/step-06-analyzing-science-discussion-thinking,Step 6: Analyzing a Fourth Grade Science Discussion: Student Thinking,20283 CT Stratford Cohort 4,0,8679,2019-10-24 13:28:48pm EDT,SamCook,They forced me to pull out the specific evidence first and then while doing so it made it more clear on what he was actually trying to say. ,Not implemented
COMMENT,1284,/intro-3dl-21/unit-4/step-06-analyzing-science-discussion-thinking,Step 6: Analyzing a Fourth Grade Science Discussion: Student Thinking,20283 CT Stratford Cohort 4,0,8680,2019-10-24 13:30:11pm EDT,CaGiaquinto,"Focusing in one student&#039;s turn was really helpful because when you take the time to really look at what the child is saying\, you learn that the child did have a conclusion and explanation of what he and his group found. This would be extremely difficult to do because teachers do not have scripts of what the students are saying.",Not implemented
